Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$11,000",0.09%,"$2,983.94","$10,948.58",$201.64,0.102,$23.95,0.005,$221.14,1.287,$178.61,1.097,$89.98,0.795,$62.40,0.11,$1.86,0.018,$55.21,1.221,$131.54,1.552,$109.22,3.446,$132.00,0.906,$59.96,0.595,$9.15,0.074,$62.89,0.24,$0.03,0,$266.35,2.385,0.011,0,$209.76,7.048,$207.90,0.958,$23.17,0.075,$1.65,0.006,$4.71,0.052,$85.27,0.743,$31.52,0.031,$30.88,0.079,$0.50,0.004,$1.37,0.014,$11.48,0.136,$43.73,1.085,$37.92,0.715,$71.31,2.732,$107.66,0.863,$158.68,1.522,0.005,0.008,0.009,0.01,0.01,0.01,0.01,0.01,0.01,0.01,$125.54,0.77,$69.69,0.45,$39.16,0.26,$22.81,0.16,$13.69,0.1,$8.46,0.06,$5.38,0.04,$3.59,0.03,$2.45,0.02,$1.68,0.02
"$11,100",0.09%,"$2,995.89","$11,051.56",$203.08,0.103,$24.54,0.005,$221.40,1.289,$179.13,1.1,$90.45,0.799,$62.85,0.111,$1.89,0.018,$55.46,1.226,$131.85,1.554,$109.67,3.454,$132.41,0.908,$60.09,0.596,$9.17,0.074,$63.14,0.24,$0.03,0,$268.36,2.393,0.011,0,$210.39,7.062,$209.63,0.961,$23.30,0.075,$1.67,0.006,$4.78,0.053,$85.67,0.746,$31.83,0.031,$31.02,0.08,$0.50,0.004,$1.39,0.014,$11.53,0.137,$43.93,1.089,$38.11,0.717,$71.56,2.737,$109.19,0.868,$159.17,1.525,0.005,0.008,0.009,0.01,0.01,0.01,0.01,0.01,0.011,0.011,$125.77,0.77,$69.86,0.45,$39.28,0.26,$22.89,0.16,$13.75,0.1,$8.49,0.06,$5.41,0.04,$3.61,0.03,$2.47,0.02,$1.70,0.02
"$11,200",0.09%,"$3,007.74","$11,148.88",$204.46,0.103,$25.15,0.005,$221.61,1.29,$179.71,1.103,$90.75,0.801,$63.19,0.111,$1.90,0.018,$55.79,1.231,$132.17,1.556,$110.07,3.461,$132.85,0.911,$60.22,0.598,$9.19,0.074,$63.44,0.24,$0.03,0,$270.12,2.4,0.011,0,$210.98,7.073,$211.37,0.964,$23.47,0.075,$1.68,0.006,$4.80,0.053,$85.95,0.748,$32.05,0.031,$31.15,0.08,$0.50,0.004,$1.40,0.014,$11.64,0.138,$44.14,1.094,$38.31,0.72,$71.76,2.741,$110.45,0.873,$159.68,1.527,0.005,0.008,0.009,0.01,0.01,0.01,0.011,0.011,0.011,0.011,$125.94,0.77,$69.99,0.45,$39.38,0.26,$22.96,0.16,$13.80,0.1,$8.53,0.06,$5.43,0.04,$3.62,0.03,$2.48,0.02,$1.70,0.02
"$11,300",0.09%,"$3,019.51","$11,249.60",$205.74,0.103,$25.73,0.005,$221.89,1.291,$180.23,1.106,$91.07,0.803,$63.55,0.112,$1.93,0.018,$56.08,1.236,$132.48,1.557,$110.40,3.468,$133.19,0.912,$60.34,0.599,$9.21,0.074,$63.64,0.24,$0.03,0,$272.07,2.408,0.011,0,$211.59,7.085,$212.97,0.967,$23.63,0.075,$1.74,0.006,$4.84,0.053,$86.23,0.75,$32.25,0.031,$31.30,0.08,$0.51,0.004,$1.42,0.014,$11.73,0.138,$44.34,1.098,$38.46,0.722,$71.93,2.746,$111.90,0.878,$160.17,1.53,0.005,0.008,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,$126.17,0.78,$70.16,0.45,$39.50,0.26,$23.05,0.16,$13.87,0.1,$8.58,0.06,$5.47,0.04,$3.66,0.03,$2.51,0.02,$1.73,0.02
"$11,400",0.09%,"$3,031.19","$11,349.13",$207.10,0.104,$26.39,0.005,$222.13,1.293,$180.74,1.109,$91.52,0.806,$64.02,0.112,$1.93,0.018,$56.37,1.242,$132.78,1.559,$110.79,3.474,$133.59,0.914,$60.46,0.6,$9.23,0.074,$63.90,0.24,$0.04,0,$273.80,2.415,0.012,0,$212.33,7.098,$214.47,0.969,$23.76,0.076,$1.76,0.006,$4.90,0.054,$86.62,0.753,$32.55,0.032,$31.47,0.081,$0.51,0.004,$1.42,0.014,$11.83,0.139,$44.55,1.102,$38.65,0.724,$72.14,2.75,$113.23,0.883,$160.57,1.532,0.005,0.008,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011,$126.37,0.78,$70.32,0.45,$39.63,0.26,$23.14,0.16,$13.93,0.1,$8.63,0.06,$5.50,0.04,$3.68,0.03,$2.52,0.02,$1.73,0.02
"$11,500",0.09%,"$3,042.78","$11,448.32",$208.50,0.104,$27.09,0.005,$222.35,1.294,$181.33,1.112,$92.02,0.811,$64.47,0.113,$1.94,0.018,$56.65,1.246,$133.07,1.561,$111.19,3.481,$133.98,0.916,$60.60,0.601,$9.25,0.074,$64.14,0.24,$0.04,0,$275.76,2.423,0.012,0,$212.91,7.11,$216.06,0.972,$23.95,0.076,$1.79,0.006,$4.96,0.054,$87.06,0.757,$32.87,0.032,$31.60,0.081,$0.52,0.004,$1.42,0.014,$11.91,0.14,$44.73,1.106,$38.84,0.727,$72.35,2.754,$114.72,0.888,$161.04,1.535,0.005,0.008,0.01,0.011,0.011,0.011,0.011,0.011,0.011,0.011,$126.56,0.78,$70.46,0.45,$39.72,0.26,$23.21,0.16,$13.98,0.1,$8.66,0.06,$5.53,0.04,$3.70,0.03,$2.54,0.02,$1.75,0.02
"$11,600",0.09%,"$3,054.28","$11,548.85",$209.82,0.105,$27.82,0.005,$222.60,1.295,$181.90,1.116,$92.42,0.814,$64.84,0.114,$1.95,0.018,$56.90,1.251,$133.39,1.563,$111.53,3.487,$134.32,0.918,$60.73,0.602,$9.26,0.075,$64.32,0.24,$0.04,0,$277.64,2.43,0.012,0,$213.53,7.124,$217.85,0.975,$24.15,0.076,$1.80,0.006,$5.01,0.055,$87.41,0.759,$33.11,0.032,$31.73,0.082,$0.52,0.004,$1.43,0.014,$12.01,0.141,$44.89,1.109,$39.02,0.729,$72.51,2.758,$116.04,0.893,$161.60,1.538,0.005,0.009,0.01,0.011,0.011,0.011,0.011,0.012,0.012,0.012,$126.77,0.78,$70.63,0.45,$39.85,0.26,$23.30,0.16,$14.04,0.1,$8.70,0.06,$5.56,0.04,$3.72,0.03,$2.55,0.02,$1.76,0.02
"$11,700",0.08%,"$3,065.70","$11,649.92",$211.15,0.105,$28.47,0.005,$222.82,1.297,$182.45,1.119,$92.74,0.817,$65.22,0.114,$1.97,0.019,$57.18,1.256,$133.68,1.565,$111.92,3.495,$134.74,0.92,$60.88,0.604,$9.28,0.075,$64.57,0.24,$0.04,0,$279.58,2.439,0.012,0,$214.13,7.135,$219.44,0.978,$24.32,0.077,$1.83,0.006,$5.05,0.055,$87.69,0.762,$33.34,0.032,$31.88,0.082,$0.53,0.004,$1.44,0.014,$12.09,0.142,$45.08,1.114,$39.19,0.731,$72.72,2.763,$117.40,0.897,$162.17,1.541,0.005,0.009,0.01,0.011,0.011,0.011,0.012,0.012,0.012,0.012,$126.97,0.78,$70.78,0.45,$39.97,0.26,$23.39,0.16,$14.11,0.1,$8.76,0.06,$5.61,0.04,$3.76,0.03,$2.59,0.02,$1.79,0.02
"$11,800",0.08%,"$3,077.04","$11,751.11",$212.42,0.105,$29.16,0.005,$223.07,1.298,$182.97,1.122,$93.11,0.82,$65.57,0.115,$2.00,0.019,$57.44,1.261,$133.94,1.567,$112.31,3.501,$135.15,0.922,$61.01,0.605,$9.30,0.075,$64.85,0.24,$0.04,0,$281.45,2.446,0.013,0,$214.65,7.148,$221.29,0.981,$24.49,0.077,$1.86,0.006,$5.08,0.055,$88.03,0.765,$33.56,0.032,$32.02,0.082,$0.53,0.004,$1.47,0.015,$12.18,0.143,$45.27,1.118,$39.38,0.733,$72.93,2.768,$118.77,0.902,$162.68,1.544,0.005,0.009,0.01,0.011,0.011,0.012,0.012,0.012,0.012,0.012,$127.18,0.78,$70.95,0.45,$40.08,0.27,$23.46,0.16,$14.16,0.1,$8.79,0.06,$5.62,0.04,$3.77,0.03,$2.60,0.02,$1.80,0.02
"$11,900",0.08%,"$3,088.29","$11,851.74",$213.64,0.106,$29.67,0.005,$223.28,1.299,$183.46,1.124,$93.36,0.822,$66.00,0.115,$2.02,0.019,$57.73,1.266,$134.29,1.569,$112.60,3.507,$135.49,0.924,$61.10,0.606,$9.31,0.075,$65.08,0.24,$0.04,0,$283.37,2.453,0.013,0,$215.25,7.159,$222.82,0.984,$24.69,0.077,$1.91,0.006,$5.11,0.055,$88.25,0.767,$33.84,0.033,$32.16,0.083,$0.54,0.004,$1.48,0.015,$12.30,0.144,$45.44,1.122,$39.52,0.735,$73.08,2.772,$120.26,0.907,$163.11,1.546,0.005,0.009,0.011,0.011,0.012,0.012,0.012,0.012,0.012,0.012,$127.35,0.78,$71.08,0.45,$40.18,0.27,$23.54,0.16,$14.21,0.1,$8.83,0.06,$5.66,0.04,$3.80,0.03,$2.61,0.02,$1.81,0.02
"$12,000",0.08%,"$3,099.47","$11,951.57",$214.89,0.106,$30.44,0.006,$223.48,1.3,$183.94,1.127,$93.74,0.826,$66.44,0.116,$2.04,0.019,$57.99,1.27,$134.55,1.571,$112.91,3.513,$135.80,0.926,$61.21,0.607,$9.32,0.075,$65.27,0.24,$0.04,0,$285.08,2.459,0.013,0,$215.77,7.17,$224.41,0.986,$24.82,0.077,$1.93,0.006,$5.15,0.056,$88.59,0.77,$34.15,0.033,$32.30,0.083,$0.55,0.004,$1.49,0.015,$12.40,0.145,$45.58,1.125,$39.66,0.737,$73.26,2.776,$121.51,0.91,$163.57,1.549,0.005,0.009,0.011,0.011,0.012,0.012,0.012,0.012,0.012,0.012,$127.52,0.78,$71.21,0.46,$40.28,0.27,$23.61,0.16,$14.26,0.1,$8.87,0.07,$5.68,0.04,$3.82,0.03,$2.63,0.02,$1.82,0.02
"$12,100",0.08%,"$3,110.57","$12,048.92",$216.14,0.106,$31.16,0.006,$223.70,1.302,$184.42,1.13,$94.06,0.828,$66.79,0.116,$2.04,0.019,$58.25,1.274,$134.85,1.572,$113.28,3.519,$136.20,0.927,$61.34,0.608,$9.33,0.075,$65.53,0.24,$0.04,0,$287.10,2.467,0.013,0,$216.34,7.182,$226.06,0.989,$25.02,0.078,$1.96,0.006,$5.20,0.056,$88.87,0.772,$34.36,0.033,$32.44,0.083,$0.55,0.004,$1.49,0.015,$12.50,0.146,$45.75,1.128,$39.85,0.739,$73.43,2.78,$123.07,0.916,$164.03,1.551,0.005,0.009,0.011,0.012,0.012,0.012,0.012,0.012,0.013,0.013,$127.71,0.78,$71.36,0.46,$40.38,0.27,$23.68,0.16,$14.31,0.1,$8.90,0.07,$5.71,0.04,$3.84,0.03,$2.64,0.02,$1.83,0.02
"$12,200",0.08%,"$3,121.59","$12,149.54",$217.37,0.107,$31.94,0.006,$223.91,1.303,$184.99,1.133,$94.45,0.831,$67.13,0.117,$2.06,0.019,$58.49,1.279,$135.15,1.574,$113.59,3.525,$136.55,0.929,$61.46,0.609,$9.34,0.075,$65.75,0.24,$0.04,0,$288.91,2.474,0.013,0,$216.84,7.192,$227.59,0.992,$25.17,0.078,$1.99,0.006,$5.25,0.056,$89.20,0.775,$34.56,0.033,$32.57,0.084,$0.56,0.004,$1.50,0.015,$12.60,0.147,$45.89,1.131,$39.98,0.741,$73.61,2.784,$124.37,0.92,$164.54,1.554,0.005,0.009,0.011,0.012,0.012,0.012,0.013,0.013,0.013,0.013,$127.88,0.78,$71.49,0.46,$40.48,0.27,$23.75,0.16,$14.36,0.1,$8.94,0.07,$5.74,0.04,$3.86,0.03,$2.66,0.02,$1.84,0.02
"$12,300",0.08%,"$3,132.53","$12,248.30",$218.82,0.107,$32.79,0.006,$224.12,1.304,$185.46,1.136,$94.79,0.834,$67.51,0.117,$2.06,0.019,$58.71,1.283,$135.41,1.576,$113.97,3.531,$136.95,0.931,$61.56,0.61,$9.37,0.075,$66.02,0.25,$0.04,0,$290.67,2.48,0.014,0,$217.34,7.203,$229.29,0.994,$25.35,0.078,$2.01,0.006,$5.26,0.056,$89.53,0.777,$34.81,0.033,$32.70,0.084,$0.56,0.004,$1.51,0.015,$12.65,0.148,$46.06,1.135,$40.20,0.744,$73.77,2.787,$125.68,0.924,$164.99,1.556,0.006,0.01,0.011,0.012,0.012,0.013,0.013,0.013,0.013,0.013,$128.06,0.79,$71.63,0.46,$40.58,0.27,$23.82,0.16,$14.42,0.1,$8.98,0.07,$5.76,0.04,$3.87,0.03,$2.67,0.02,$1.85,0.02
"$12,400",0.08%,"$3,143.39","$12,349.28",$220.22,0.108,$33.64,0.006,$224.34,1.305,$186.05,1.139,$95.11,0.836,$67.85,0.118,$2.07,0.019,$58.92,1.287,$135.72,1.578,$114.35,3.537,$137.30,0.933,$61.70,0.611,$9.38,0.075,$66.23,0.25,$0.04,0,$292.42,2.487,0.014,0,$217.91,7.215,$231.05,0.997,$25.51,0.078,$2.02,0.006,$5.35,0.057,$89.77,0.779,$35.02,0.033,$32.83,0.084,$0.56,0.005,$1.51,0.015,$12.72,0.148,$46.20,1.138,$40.39,0.746,$73.95,2.792,$126.98,0.928,$165.44,1.559,0.006,0.01,0.011,0.012,0.013,0.013,0.013,0.013,0.013,0.013,$128.24,0.79,$71.77,0.46,$40.68,0.27,$23.90,0.16,$14.47,0.1,$9.01,0.07,$5.79,0.04,$3.89,0.03,$2.68,0.02,$1.86,0.02
"$12,500",0.08%,"$3,154.17","$12,449.16",$221.58,0.108,$34.49,0.006,$224.52,1.306,$186.59,1.142,$95.49,0.839,$68.28,0.118,$2.08,0.019,$59.18,1.291,$135.98,1.579,$114.69,3.544,$137.65,0.934,$61.81,0.612,$9.39,0.075,$66.45,0.25,$0.04,0,$294.37,2.494,0.014,0,$218.52,7.227,$232.56,1,$25.67,0.079,$2.04,0.006,$5.41,0.057,$90.09,0.782,$35.30,0.034,$32.98,0.085,$0.57,0.005,$1.52,0.015,$12.80,0.149,$46.38,1.142,$40.56,0.748,$74.13,2.796,$128.44,0.933,$165.93,1.561,0.006,0.01,0.012,0.012,0.013,0.013,0.013,0.013,0.014,0.014,$128.40,0.79,$71.89,0.46,$40.77,0.27,$23.96,0.16,$14.51,0.1,$9.04,0.07,$5.81,0.04,$3.91,0.03,$2.70,0.02,$1.87,0.02
"$12,600",0.07%,"$3,164.87","$12,547.42",$222.81,0.108,$35.46,0.006,$224.70,1.307,$187.04,1.145,$95.83,0.842,$68.64,0.119,$2.09,0.02,$59.43,1.296,$136.20,1.581,$115.00,3.549,$138.02,0.936,$61.95,0.613,$9.41,0.076,$66.66,0.25,$0.04,0,$296.15,2.501,0.015,0,$219.05,7.238,$234.10,1.002,$25.87,0.079,$2.08,0.006,$5.43,0.057,$90.40,0.784,$35.54,0.034,$33.10,0.085,$0.57,0.005,$1.52,0.015,$12.86,0.15,$46.57,1.146,$40.69,0.75,$74.31,2.8,$129.70,0.937,$166.46,1.564,0.006,0.01,0.012,0.013,0.013,0.013,0.014,0.014,0.014,0.014,$128.55,0.79,$72.01,0.46,$40.86,0.27,$24.02,0.16,$14.56,0.1,$9.08,0.07,$5.83,0.04,$3.93,0.03,$2.71,0.02,$1.87,0.02
"$12,700",0.07%,"$3,175.50","$12,650.65",$224.10,0.109,$36.32,0.006,$224.89,1.308,$187.51,1.147,$96.20,0.844,$69.11,0.12,$2.10,0.02,$59.71,1.3,$136.50,1.583,$115.31,3.555,$138.36,0.938,$62.07,0.615,$9.43,0.076,$66.86,0.25,$0.04,0,$297.95,2.507,0.015,0,$219.55,7.248,$235.44,1.005,$26.03,0.079,$2.11,0.006,$5.47,0.058,$90.74,0.786,$35.83,0.034,$33.27,0.086,$0.57,0.005,$1.53,0.015,$12.97,0.151,$46.74,1.149,$40.82,0.752,$74.49,2.804,$131.03,0.941,$166.92,1.566,0.006,0.01,0.012,0.013,0.013,0.014,0.014,0.014,0.014,0.014,$128.71,0.79,$72.13,0.46,$40.95,0.27,$24.09,0.16,$14.60,0.1,$9.11,0.07,$5.85,0.04,$3.94,0.03,$2.72,0.02,$1.88,0.02
"$12,800",0.07%,"$3,186.06","$12,748.80",$225.15,0.109,$37.16,0.006,$225.09,1.31,$188.00,1.15,$96.46,0.847,$69.43,0.12,$2.11,0.02,$59.89,1.303,$136.79,1.584,$115.64,3.561,$138.72,0.939,$62.18,0.615,$9.45,0.076,$67.09,0.25,$0.04,0,$299.75,2.514,0.015,0,$220.13,7.258,$236.65,1.007,$26.13,0.079,$2.12,0.006,$5.50,0.058,$90.96,0.789,$36.06,0.034,$33.37,0.086,$0.58,0.005,$1.54,0.015,$13.03,0.151,$46.86,1.152,$40.97,0.753,$74.67,2.807,$132.41,0.945,$167.34,1.569,0.006,0.01,0.012,0.013,0.014,0.014,0.014,0.014,0.014,0.014,$128.89,0.79,$72.27,0.46,$41.05,0.27,$24.16,0.16,$14.66,0.1,$9.15,0.07,$5.89,0.04,$3.97,0.03,$2.74,0.02,$1.90,0.02
"$12,900",0.07%,"$3,196.55","$12,852.35",$226.31,0.109,$38.11,0.006,$225.26,1.311,$188.49,1.153,$96.77,0.849,$69.79,0.12,$2.14,0.02,$60.16,1.307,$136.98,1.586,$115.91,3.567,$139.06,0.941,$62.28,0.616,$9.48,0.076,$67.30,0.25,$0.04,0,$301.51,2.521,0.015,0,$220.68,7.269,$238.56,1.01,$26.29,0.08,$2.15,0.006,$5.55,0.058,$91.21,0.791,$36.28,0.034,$33.51,0.086,$0.59,0.005,$1.55,0.015,$13.15,0.152,$47.01,1.155,$41.09,0.755,$74.83,2.812,$133.69,0.949,$167.82,1.572,0.006,0.011,0.012,0.013,0.014,0.014,0.014,0.014,0.014,0.014,$129.03,0.79,$72.38,0.46,$41.14,0.27,$24.22,0.17,$14.70,0.1,$9.18,0.07,$5.91,0.05,$3.98,0.03,$2.75,0.02,$1.91,0.02
"$13,000",0.07%,"$3,206.97","$12,952.53",$227.34,0.109,$39.20,0.007,$225.46,1.312,$188.99,1.156,$97.04,0.851,$70.15,0.121,$2.14,0.02,$60.38,1.31,$137.19,1.587,$116.21,3.572,$139.41,0.943,$62.40,0.617,$9.49,0.076,$67.52,0.25,$0.04,0,$303.37,2.528,0.016,0,$221.14,7.28,$240.12,1.012,$26.52,0.08,$2.18,0.006,$5.59,0.058,$91.46,0.793,$36.53,0.035,$33.63,0.086,$0.59,0.005,$1.55,0.015,$13.27,0.153,$47.11,1.157,$41.21,0.757,$75.00,2.815,$135.03,0.954,$168.34,1.574,0.006,0.011,0.013,0.014,0.014,0.014,0.015,0.015,0.015,0.015,$129.20,0.79,$72.51,0.46,$41.23,0.27,$24.29,0.17,$14.75,0.1,$9.21,0.07,$5.93,0.05,$4.00,0.03,$2.76,0.02,$1.92,0.02
"$13,100",0.07%,"$3,217.31","$13,049.96",$228.62,0.11,$40.04,0.007,$225.61,1.313,$189.52,1.159,$97.33,0.853,$70.43,0.121,$2.17,0.02,$60.59,1.313,$137.43,1.589,$116.57,3.578,$139.71,0.944,$62.50,0.618,$9.50,0.076,$67.72,0.25,$0.04,0,$305.17,2.534,0.016,0,$221.56,7.289,$241.58,1.015,$26.69,0.08,$2.22,0.006,$5.63,0.059,$91.70,0.794,$36.69,0.035,$33.75,0.087,$0.59,0.005,$1.57,0.016,$13.34,0.154,$47.25,1.159,$41.36,0.759,$75.21,2.819,$136.43,0.958,$168.74,1.577,0.006,0.011,0.013,0.014,0.014,0.015,0.015,0.015,0.015,0.015,$129.33,0.79,$72.61,0.46,$41.30,0.27,$24.34,0.17,$14.79,0.1,$9.24,0.07,$5.95,0.05,$4.01,0.03,$2.77,0.02,$1.92,0.02
"$13,200",0.07%,"$3,227.59","$13,148.86",$229.66,0.11,$41.00,0.007,$225.80,1.314,$190.04,1.161,$97.62,0.855,$70.77,0.122,$2.18,0.02,$60.81,1.316,$137.65,1.59,$116.87,3.583,$140.01,0.945,$62.58,0.619,$9.52,0.076,$67.90,0.25,$0.04,0,$307.10,2.54,0.016,0,$222.18,7.3,$243.28,1.017,$26.85,0.081,$2.27,0.006,$5.69,0.059,$91.93,0.796,$36.91,0.035,$33.86,0.087,$0.59,0.005,$1.59,0.016,$13.43,0.154,$47.38,1.162,$41.52,0.76,$75.35,2.823,$137.94,0.962,$169.16,1.579,0.006,0.011,0.013,0.014,0.015,0.015,0.015,0.015,0.015,0.015,$129.49,0.79,$72.74,0.46,$41.40,0.27,$24.41,0.17,$14.84,0.1,$9.27,0.07,$5.97,0.05,$4.03,0.03,$2.78,0.02,$1.93,0.02
"$13,300",0.07%,"$3,237.79","$13,250.22",$230.86,0.11,$41.67,0.007,$226.00,1.315,$190.45,1.164,$97.86,0.857,$71.10,0.122,$2.19,0.02,$61.09,1.321,$137.89,1.592,$117.16,3.589,$140.36,0.947,$62.68,0.62,$9.54,0.076,$68.15,0.25,$0.04,0,$309.05,2.547,0.016,0,$222.60,7.309,$244.70,1.02,$26.96,0.081,$2.30,0.006,$5.70,0.059,$92.15,0.798,$37.13,0.035,$33.97,0.087,$0.59,0.005,$1.59,0.016,$13.57,0.156,$47.51,1.165,$41.68,0.763,$75.47,2.826,$139.43,0.966,$169.62,1.581,0.006,0.011,0.013,0.014,0.015,0.015,0.015,0.015,0.015,0.015,$129.66,0.8,$72.86,0.47,$41.49,0.27,$24.48,0.17,$14.88,0.1,$9.31,0.07,$6.00,0.05,$4.05,0.03,$2.80,0.02,$1.95,0.02
"$13,400",0.06%,"$3,247.93","$13,348.12",$232.06,0.111,$42.42,0.007,$226.17,1.316,$190.84,1.166,$98.20,0.859,$71.36,0.123,$2.19,0.021,$61.31,1.324,$138.09,1.593,$117.46,3.594,$140.65,0.948,$62.78,0.621,$9.55,0.077,$68.31,0.25,$0.04,0,$310.79,2.553,0.017,0,$223.00,7.319,$246.30,1.022,$27.09,0.081,$2.35,0.006,$5.74,0.059,$92.46,0.799,$37.29,0.035,$34.07,0.088,$0.59,0.005,$1.60,0.016,$13.66,0.156,$47.66,1.168,$41.82,0.764,$75.64,2.83,$140.71,0.97,$170.08,1.583,0.006,0.011,0.013,0.014,0.015,0.015,0.015,0.016,0.016,0.016,$129.81,0.8,$72.98,0.47,$41.58,0.27,$24.54,0.17,$14.93,0.1,$9.33,0.07,$6.02,0.05,$4.06,0.03,$2.81,0.02,$1.95,0.02
"$13,500",0.06%,"$3,258.01","$13,449.57",$233.13,0.111,$43.39,0.007,$226.36,1.317,$191.29,1.169,$98.56,0.861,$71.65,0.123,$2.20,0.021,$61.48,1.327,$138.31,1.595,$117.75,3.6,$140.93,0.95,$62.88,0.622,$9.57,0.077,$68.48,0.25,$0.04,0,$312.63,2.56,0.017,0,$223.43,7.328,$247.71,1.024,$27.21,0.081,$2.37,0.006,$5.81,0.06,$92.75,0.801,$37.48,0.035,$34.18,0.088,$0.59,0.005,$1.60,0.016,$13.72,0.157,$47.76,1.17,$41.95,0.766,$75.80,2.833,$142.13,0.974,$170.50,1.586,0.007,0.011,0.014,0.015,0.015,0.015,0.016,0.016,0.016,0.016,$129.97,0.8,$73.11,0.47,$41.67,0.27,$24.61,0.17,$14.97,0.11,$9.37,0.07,$6.04,0.05,$4.07,0.03,$2.82,0.02,$1.96,0.02
"$13,600",0.06%,"$3,268.02","$13,551.58",$234.41,0.111,$44.20,0.007,$226.53,1.318,$191.70,1.171,$98.80,0.862,$71.95,0.123,$2.21,0.021,$61.69,1.33,$138.51,1.596,$118.07,3.605,$141.24,0.951,$62.98,0.623,$9.59,0.077,$68.67,0.25,$0.04,0,$314.57,2.568,0.017,0,$223.89,7.337,$249.11,1.027,$27.39,0.081,$2.39,0.006,$5.87,0.06,$92.93,0.803,$37.66,0.035,$34.29,0.088,$0.60,0.005,$1.61,0.016,$13.79,0.157,$47.90,1.173,$42.11,0.768,$75.96,2.837,$143.60,0.979,$170.97,1.589,0.007,0.012,0.014,0.015,0.015,0.016,0.016,0.016,0.016,0.016,$130.11,0.8,$73.22,0.47,$41.75,0.28,$24.67,0.17,$15.01,0.11,$9.40,0.07,$6.06,0.05,$4.09,0.03,$2.83,0.02,$1.97,0.02
"$13,700",0.06%,"$3,277.97","$13,650.60",$235.63,0.112,$45.19,0.007,$226.68,1.319,$192.10,1.174,$99.06,0.864,$72.25,0.124,$2.22,0.021,$61.93,1.335,$138.66,1.597,$118.38,3.61,$141.54,0.953,$63.06,0.624,$9.61,0.077,$68.88,0.25,$0.04,0,$316.17,2.574,0.017,0,$224.41,7.347,$250.54,1.029,$27.57,0.082,$2.42,0.006,$5.91,0.06,$93.16,0.804,$37.85,0.036,$34.40,0.088,$0.61,0.005,$1.61,0.016,$13.87,0.159,$48.06,1.177,$42.25,0.77,$76.13,2.84,$144.80,0.983,$171.37,1.591,0.007,0.012,0.014,0.015,0.016,0.016,0.016,0.016,0.016,0.016,$130.24,0.8,$73.32,0.47,$41.83,0.28,$24.73,0.17,$15.06,0.11,$9.43,0.07,$6.09,0.05,$4.11,0.03,$2.85,0.02,$1.98,0.02
