Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$2,600",0.81%,"$1,364.54","$2,549.71",$46.51,0.046,$0.80,0.001,$137.52,0.894,$68.19,0.485,$25.09,0.265,$11.36,0.029,$0.23,0.003,$16.98,0.471,$65.10,1.321,$48.07,2.338,$46.70,0.431,$27.56,0.305,$4.67,0.046,$14.46,0.08,$0.01,0,$121.08,1.492,0.004,0,$104.43,4.475,$43.97,0.509,$6.41,0.036,$0.07,0.001,$0.63,0.013,$24.46,0.252,$2.70,0.004,$8.66,0.025,$0.04,0.001,$0.19,0.002,$1.62,0.031,$15.37,0.44,$11.10,0.303,$36.97,2.035,$11.12,0.321,$109.96,1.171,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,$69.84,0.49,$33.71,0.25,$16.21,0.13,$7.99,0.07,$4.02,0.03,$2.04,0.02,$1.06,0.01,$0.59,0.01,$0.34,0,$0.20,0
"$2,700",0.79%,"$1,398.70","$2,649.87",$49.66,0.048,$0.85,0.001,$139.65,0.907,$70.33,0.5,$26.15,0.275,$12.14,0.031,$0.24,0.003,$17.82,0.493,$67.06,1.342,$49.38,2.384,$48.29,0.443,$28.41,0.314,$4.82,0.047,$15.06,0.08,$0.01,0,$124.05,1.523,0.004,0,$107.24,4.557,$46.19,0.519,$6.86,0.037,$0.08,0.001,$0.66,0.014,$25.49,0.262,$2.93,0.005,$9.20,0.026,$0.04,0.001,$0.20,0.002,$1.76,0.033,$16.06,0.46,$11.52,0.312,$37.86,2.072,$11.89,0.331,$112.16,1.191,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,$71.43,0.5,$34.80,0.26,$16.91,0.13,$8.41,0.07,$4.27,0.04,$2.19,0.02,$1.15,0.01,$0.64,0.01,$0.37,0,$0.22,0
"$2,800",0.73%,"$1,432.09","$2,749.70",$52.77,0.05,$0.90,0.001,$141.42,0.919,$72.35,0.513,$27.19,0.285,$12.85,0.032,$0.25,0.003,$18.55,0.511,$69.10,1.362,$50.60,2.427,$49.74,0.454,$29.19,0.322,$4.97,0.048,$15.58,0.08,$0.01,0,$127.04,1.551,0.004,0,$110.03,4.633,$48.17,0.528,$7.26,0.039,$0.08,0.001,$0.69,0.014,$26.50,0.271,$3.19,0.005,$9.66,0.027,$0.04,0.001,$0.21,0.003,$1.86,0.035,$16.69,0.477,$11.92,0.32,$38.69,2.107,$12.76,0.341,$114.28,1.21,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,$72.73,0.51,$35.68,0.26,$17.46,0.14,$8.75,0.07,$4.48,0.04,$2.31,0.02,$1.22,0.01,$0.69,0.01,$0.40,0,$0.23,0
"$2,900",0.71%,"$1,464.76","$2,849.61",$55.88,0.052,$0.96,0.001,$143.20,0.93,$74.46,0.527,$28.23,0.295,$13.68,0.034,$0.26,0.003,$19.33,0.532,$70.99,1.381,$51.86,2.468,$51.18,0.465,$29.94,0.33,$5.09,0.049,$16.15,0.09,$0.01,0,$129.94,1.58,0.004,0,$112.77,4.707,$50.19,0.537,$7.64,0.04,$0.09,0.002,$0.72,0.014,$27.51,0.281,$3.50,0.005,$10.18,0.028,$0.05,0.001,$0.22,0.003,$1.94,0.036,$17.39,0.495,$12.33,0.329,$39.53,2.139,$13.65,0.353,$116.29,1.228,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,$74.04,0.52,$36.55,0.27,$18.01,0.14,$9.09,0.07,$4.69,0.04,$2.44,0.02,$1.30,0.01,$0.73,0.01,$0.42,0,$0.25,0
"$3,000",0.67%,"$1,496.75","$2,949.99",$58.87,0.054,$1.04,0.001,$144.88,0.94,$76.30,0.54,$29.29,0.305,$14.47,0.035,$0.28,0.004,$20.15,0.552,$72.83,1.399,$53.03,2.507,$52.45,0.476,$30.64,0.337,$5.21,0.05,$16.59,0.09,$0.01,0,$132.84,1.609,0.004,0,$115.40,4.779,$52.34,0.546,$8.10,0.042,$0.10,0.002,$0.75,0.015,$28.55,0.29,$3.80,0.006,$10.67,0.03,$0.05,0.001,$0.23,0.003,$2.06,0.038,$18.09,0.514,$12.69,0.336,$40.34,2.171,$14.56,0.362,$118.27,1.246,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$75.29,0.52,$37.39,0.28,$18.54,0.14,$9.41,0.08,$4.88,0.04,$2.55,0.02,$1.36,0.01,$0.77,0.01,$0.45,0.01,$0.26,0
"$3,100",0.66%,"$1,528.06","$3,049.94",$61.84,0.055,$1.14,0.001,$146.60,0.951,$78.11,0.551,$30.46,0.315,$15.29,0.037,$0.29,0.004,$20.95,0.572,$74.58,1.416,$54.20,2.546,$53.88,0.487,$31.36,0.344,$5.33,0.051,$17.19,0.09,$0.01,0,$135.64,1.635,0.004,0,$117.95,4.847,$54.37,0.555,$8.58,0.043,$0.10,0.002,$0.78,0.015,$29.68,0.3,$4.16,0.006,$11.13,0.031,$0.06,0.001,$0.24,0.003,$2.19,0.041,$18.76,0.531,$13.08,0.343,$41.13,2.203,$15.48,0.373,$120.15,1.262,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$76.61,0.53,$38.30,0.28,$19.16,0.15,$9.82,0.08,$5.14,0.04,$2.72,0.02,$1.48,0.01,$0.85,0.01,$0.50,0.01,$0.29,0
"$3,200",0.63%,"$1,558.73","$3,149.41",$64.86,0.057,$1.20,0.001,$148.25,0.962,$79.95,0.564,$31.55,0.326,$16.12,0.039,$0.30,0.004,$21.73,0.591,$76.36,1.433,$55.39,2.584,$55.16,0.496,$32.02,0.351,$5.46,0.052,$17.68,0.09,$0.01,0,$138.61,1.662,0.004,0,$120.45,4.915,$56.41,0.563,$9.00,0.044,$0.11,0.002,$0.80,0.015,$30.75,0.31,$4.47,0.006,$11.64,0.032,$0.06,0.001,$0.24,0.003,$2.33,0.043,$19.40,0.548,$13.41,0.351,$41.98,2.233,$16.38,0.383,$122.23,1.28,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$77.87,0.54,$39.16,0.29,$19.72,0.15,$10.17,0.08,$5.36,0.05,$2.86,0.03,$1.56,0.01,$0.90,0.01,$0.53,0.01,$0.32,0
"$3,300",0.60%,"$1,588.79","$3,249.57",$67.93,0.059,$1.30,0.001,$149.82,0.972,$81.74,0.576,$32.58,0.335,$16.91,0.04,$0.32,0.004,$22.56,0.611,$78.01,1.448,$56.43,2.616,$56.38,0.505,$32.66,0.358,$5.56,0.053,$18.16,0.09,$0.01,0,$141.34,1.687,0.004,0,$122.93,4.98,$58.59,0.572,$9.41,0.046,$0.12,0.002,$0.83,0.016,$31.74,0.319,$4.81,0.007,$12.10,0.033,$0.06,0.001,$0.26,0.003,$2.45,0.045,$20.11,0.566,$13.75,0.356,$42.68,2.259,$17.31,0.392,$124.03,1.295,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$79.08,0.55,$40.01,0.29,$20.28,0.16,$10.55,0.08,$5.61,0.05,$3.03,0.03,$1.67,0.02,$0.98,0.01,$0.58,0.01,$0.34,0
"$3,400",0.57%,"$1,618.25","$3,349.74",$70.88,0.061,$1.37,0.001,$151.22,0.981,$83.55,0.588,$33.54,0.345,$17.66,0.041,$0.34,0.004,$23.35,0.63,$79.73,1.462,$57.49,2.648,$57.60,0.514,$33.29,0.364,$5.66,0.054,$18.65,0.1,$0.01,0,$143.91,1.711,0.004,0,$125.30,5.039,$60.65,0.58,$9.79,0.047,$0.12,0.002,$0.87,0.016,$32.67,0.328,$5.13,0.007,$12.53,0.034,$0.07,0.001,$0.28,0.003,$2.53,0.046,$20.82,0.584,$14.09,0.363,$43.40,2.286,$18.21,0.401,$125.70,1.31,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$80.14,0.56,$40.75,0.3,$20.78,0.16,$10.87,0.09,$5.81,0.05,$3.15,0.03,$1.75,0.02,$1.03,0.01,$0.61,0.01,$0.36,0
"$3,500",0.57%,"$1,647.15","$3,449.73",$73.87,0.062,$1.51,0.001,$152.74,0.99,$85.33,0.6,$34.55,0.354,$18.41,0.043,$0.35,0.004,$24.15,0.651,$81.43,1.476,$58.49,2.681,$58.87,0.524,$33.94,0.37,$5.78,0.055,$19.16,0.1,$0.01,0,$146.67,1.736,0.004,0,$127.73,5.099,$62.82,0.588,$10.24,0.048,$0.15,0.002,$0.92,0.017,$33.63,0.336,$5.41,0.007,$13.00,0.035,$0.07,0.001,$0.28,0.003,$2.67,0.048,$21.48,0.602,$14.38,0.368,$44.11,2.313,$19.23,0.411,$127.44,1.325,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$81.31,0.56,$41.57,0.3,$21.32,0.16,$11.22,0.09,$6.04,0.05,$3.29,0.03,$1.84,0.02,$1.08,0.01,$0.65,0.01,$0.39,0
"$3,600",0.53%,"$1,675.49","$3,549.78",$76.66,0.064,$1.60,0.001,$154.04,0.999,$86.92,0.611,$35.51,0.363,$19.19,0.044,$0.37,0.005,$24.96,0.671,$82.97,1.49,$59.45,2.713,$60.04,0.532,$34.54,0.377,$5.86,0.055,$19.63,0.1,$0.01,0,$149.41,1.761,0.005,0,$129.99,5.155,$64.97,0.596,$10.66,0.049,$0.17,0.002,$1.00,0.018,$34.52,0.345,$5.72,0.008,$13.47,0.037,$0.07,0.001,$0.30,0.003,$2.79,0.05,$22.17,0.62,$14.66,0.374,$44.80,2.339,$20.27,0.42,$129.14,1.341,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,$82.32,0.57,$42.28,0.31,$21.79,0.17,$11.53,0.09,$6.24,0.05,$3.42,0.03,$1.92,0.02,$1.14,0.01,$0.68,0.01,$0.41,0.01
"$3,700",0.53%,"$1,703.31","$3,649.55",$79.61,0.066,$1.70,0.001,$155.33,1.007,$88.58,0.622,$36.56,0.373,$20.05,0.046,$0.38,0.005,$25.73,0.689,$84.49,1.503,$60.54,2.746,$61.28,0.541,$35.12,0.383,$5.98,0.056,$20.18,0.1,$0.01,0,$152.13,1.785,0.005,0,$132.17,5.211,$67.25,0.604,$11.10,0.05,$0.18,0.002,$1.03,0.019,$35.53,0.354,$6.09,0.008,$13.96,0.038,$0.08,0.001,$0.30,0.004,$2.95,0.053,$22.78,0.636,$15.01,0.381,$45.53,2.365,$21.21,0.43,$130.92,1.355,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,$83.31,0.58,$42.99,0.31,$22.27,0.17,$11.84,0.09,$6.43,0.05,$3.55,0.03,$2.00,0.02,$1.19,0.01,$0.72,0.01,$0.44,0.01
"$3,800",0.49%,"$1,730.61","$3,750.58",$82.62,0.067,$1.80,0.001,$156.61,1.015,$90.06,0.632,$37.67,0.383,$20.77,0.047,$0.38,0.005,$26.40,0.705,$86.00,1.516,$61.47,2.775,$62.32,0.548,$35.66,0.388,$6.06,0.057,$20.60,0.1,$0.02,0,$154.76,1.807,0.005,0,$134.34,5.265,$69.29,0.611,$11.52,0.052,$0.18,0.002,$1.07,0.019,$36.60,0.364,$6.38,0.008,$14.39,0.039,$0.08,0.001,$0.31,0.004,$3.06,0.055,$23.33,0.651,$15.28,0.387,$46.19,2.388,$22.30,0.438,$132.46,1.368,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,$84.30,0.58,$43.69,0.32,$22.74,0.17,$12.15,0.1,$6.63,0.05,$3.67,0.03,$2.08,0.02,$1.24,0.01,$0.76,0.01,$0.47,0.01
"$3,900",0.46%,"$1,757.44","$3,850.52",$85.24,0.069,$1.96,0.002,$157.84,1.023,$91.51,0.642,$38.66,0.392,$21.57,0.049,$0.40,0.005,$27.07,0.721,$87.39,1.528,$62.40,2.804,$63.40,0.556,$36.16,0.393,$6.14,0.057,$21.10,0.11,$0.02,0,$157.49,1.829,0.005,0,$136.25,5.317,$71.32,0.618,$11.92,0.053,$0.19,0.002,$1.11,0.02,$37.55,0.372,$6.69,0.009,$14.87,0.04,$0.08,0.001,$0.33,0.004,$3.18,0.056,$23.89,0.665,$15.58,0.393,$46.82,2.411,$23.35,0.447,$134.13,1.382,0.001,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,$85.26,0.59,$44.37,0.32,$23.19,0.18,$12.44,0.1,$6.81,0.06,$3.79,0.03,$2.16,0.02,$1.29,0.01,$0.79,0.01,$0.49,0.01
"$4,000",0.47%,"$1,783.80","$3,950.30",$88.09,0.07,$2.10,0.002,$159.01,1.03,$93.15,0.653,$39.67,0.401,$22.39,0.051,$0.41,0.005,$27.77,0.74,$88.74,1.539,$63.31,2.833,$64.48,0.564,$36.66,0.398,$6.25,0.058,$21.56,0.11,$0.02,0,$160.10,1.852,0.005,0,$138.29,5.367,$73.45,0.625,$12.45,0.054,$0.19,0.002,$1.17,0.02,$38.51,0.381,$7.06,0.009,$15.34,0.041,$0.08,0.001,$0.33,0.004,$3.27,0.058,$24.50,0.682,$15.86,0.399,$47.45,2.433,$24.42,0.456,$135.68,1.395,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,$86.17,0.59,$45.02,0.33,$23.62,0.18,$12.72,0.1,$7.00,0.06,$3.91,0.03,$2.24,0.02,$1.34,0.01,$0.83,0.01,$0.51,0.01
"$4,100",0.46%,"$1,809.68","$4,048.05",$90.85,0.072,$2.21,0.002,$160.17,1.037,$94.66,0.663,$40.65,0.41,$23.19,0.052,$0.42,0.005,$28.47,0.757,$90.29,1.551,$64.29,2.862,$65.55,0.571,$37.17,0.404,$6.34,0.059,$22.03,0.11,$0.02,0,$162.85,1.874,0.005,0,$140.36,5.422,$75.47,0.632,$12.91,0.055,$0.20,0.002,$1.22,0.021,$39.43,0.39,$7.45,0.01,$15.73,0.043,$0.09,0.001,$0.34,0.004,$3.39,0.06,$25.08,0.697,$16.16,0.405,$48.13,2.456,$25.60,0.465,$137.25,1.408,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,$87.07,0.6,$45.65,0.33,$24.06,0.18,$13.01,0.1,$7.19,0.06,$4.04,0.03,$2.33,0.02,$1.41,0.01,$0.87,0.01,$0.54,0.01
"$4,200",0.45%,"$1,835.12","$4,150.43",$93.97,0.073,$2.34,0.002,$161.34,1.045,$96.10,0.673,$41.63,0.419,$24.00,0.053,$0.44,0.005,$29.16,0.773,$91.63,1.562,$65.16,2.888,$66.63,0.579,$37.73,0.409,$6.44,0.059,$22.46,0.11,$0.02,0,$165.39,1.895,0.005,0,$142.46,5.47,$77.68,0.639,$13.28,0.056,$0.21,0.002,$1.25,0.021,$40.38,0.398,$7.84,0.01,$16.16,0.044,$0.10,0.001,$0.34,0.004,$3.54,0.062,$25.62,0.711,$16.46,0.411,$48.70,2.477,$26.70,0.474,$138.70,1.421,0.001,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,$88.00,0.61,$46.34,0.34,$24.53,0.19,$13.33,0.1,$7.40,0.06,$4.18,0.04,$2.43,0.02,$1.48,0.01,$0.92,0.01,$0.58,0.01
"$4,300",0.42%,"$1,860.13","$4,249.99",$96.80,0.075,$2.47,0.002,$162.40,1.052,$97.51,0.682,$42.44,0.426,$24.78,0.055,$0.46,0.005,$29.84,0.79,$93.10,1.573,$66.00,2.912,$67.62,0.586,$38.22,0.414,$6.54,0.06,$22.86,0.11,$0.02,0,$167.97,1.916,0.005,0,$144.46,5.52,$79.91,0.647,$13.75,0.058,$0.21,0.002,$1.27,0.021,$41.17,0.405,$8.20,0.01,$16.59,0.045,$0.10,0.001,$0.36,0.004,$3.67,0.064,$26.17,0.726,$16.74,0.416,$49.26,2.496,$27.77,0.483,$140.20,1.433,0.001,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,$88.85,0.61,$46.95,0.34,$24.94,0.19,$13.60,0.11,$7.58,0.06,$4.30,0.04,$2.51,0.02,$1.54,0.01,$0.96,0.01,$0.61,0.01
"$4,400",0.42%,"$1,884.70","$4,349.09",$99.47,0.076,$2.58,0.002,$163.38,1.058,$98.99,0.692,$43.41,0.435,$25.52,0.056,$0.48,0.006,$30.47,0.805,$94.40,1.583,$67.01,2.94,$68.68,0.594,$38.73,0.419,$6.62,0.061,$23.33,0.11,$0.02,0,$170.74,1.937,0.005,0,$146.34,5.566,$82.07,0.654,$14.20,0.059,$0.25,0.002,$1.30,0.021,$42.10,0.414,$8.56,0.011,$16.95,0.046,$0.11,0.002,$0.37,0.004,$3.77,0.066,$26.70,0.739,$17.08,0.422,$49.93,2.518,$29.16,0.492,$141.58,1.445,0.001,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$89.61,0.62,$47.49,0.34,$25.31,0.19,$13.85,0.11,$7.75,0.06,$4.42,0.04,$2.59,0.02,$1.59,0.02,$1.00,0.01,$0.64,0.01
"$4,500",0.39%,"$1,908.88","$4,449.56",$102.37,0.078,$2.74,0.002,$164.33,1.065,$100.38,0.701,$44.41,0.444,$26.20,0.058,$0.49,0.006,$31.07,0.818,$95.62,1.593,$67.76,2.963,$69.62,0.6,$39.16,0.424,$6.70,0.061,$23.75,0.12,$0.02,0,$173.07,1.955,0.006,0,$148.18,5.608,$84.17,0.66,$14.70,0.06,$0.26,0.002,$1.35,0.022,$43.06,0.422,$8.92,0.011,$17.28,0.047,$0.12,0.002,$0.38,0.004,$3.89,0.067,$27.18,0.751,$17.33,0.427,$50.42,2.536,$30.20,0.5,$142.86,1.455,0.001,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$90.36,0.62,$48.04,0.35,$25.70,0.19,$14.11,0.11,$7.93,0.06,$4.54,0.04,$2.67,0.02,$1.64,0.02,$1.04,0.01,$0.67,0.01
"$4,600",0.38%,"$1,932.68","$4,550.36",$105.08,0.079,$2.85,0.002,$165.33,1.071,$101.67,0.709,$45.34,0.453,$26.98,0.059,$0.51,0.006,$31.84,0.836,$96.72,1.602,$68.57,2.987,$70.58,0.607,$39.63,0.428,$6.77,0.062,$24.18,0.12,$0.02,0,$175.61,1.975,0.006,0,$149.87,5.653,$86.33,0.667,$15.03,0.061,$0.28,0.002,$1.40,0.023,$43.94,0.43,$9.28,0.011,$17.70,0.048,$0.12,0.002,$0.39,0.004,$4.04,0.069,$27.80,0.767,$17.61,0.432,$50.96,2.554,$31.33,0.508,$144.28,1.467,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,$91.16,0.63,$48.64,0.35,$26.11,0.2,$14.40,0.11,$8.13,0.07,$4.68,0.04,$2.78,0.03,$1.72,0.02,$1.10,0.01,$0.71,0.01
"$4,700",0.37%,"$1,956.10","$4,650.12",$108.00,0.08,$3.00,0.002,$166.28,1.077,$102.90,0.717,$46.30,0.461,$27.73,0.06,$0.51,0.006,$32.62,0.855,$97.87,1.612,$69.42,3.01,$71.49,0.614,$40.09,0.433,$6.85,0.063,$24.55,0.12,$0.02,0,$178.06,1.993,0.006,0,$151.79,5.697,$88.32,0.673,$15.40,0.062,$0.28,0.002,$1.47,0.023,$44.82,0.438,$9.64,0.012,$18.09,0.049,$0.12,0.002,$0.40,0.004,$4.20,0.072,$28.42,0.783,$17.90,0.437,$51.52,2.573,$32.41,0.515,$145.65,1.478,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.005,$91.92,0.63,$49.19,0.35,$26.50,0.2,$14.67,0.11,$8.32,0.07,$4.81,0.04,$2.87,0.03,$1.79,0.02,$1.14,0.01,$0.74,0.01
"$4,800",0.36%,"$1,979.14","$4,748.81",$110.55,0.081,$3.20,0.002,$167.08,1.082,$104.30,0.727,$47.25,0.47,$28.51,0.062,$0.51,0.006,$33.24,0.872,$99.01,1.62,$70.20,3.031,$72.46,0.62,$40.55,0.437,$6.90,0.063,$25.01,0.12,$0.02,0,$180.42,2.011,0.006,0,$153.48,5.74,$90.56,0.68,$15.85,0.063,$0.29,0.002,$1.54,0.024,$45.71,0.446,$10.05,0.012,$18.46,0.05,$0.12,0.002,$0.40,0.004,$4.27,0.073,$28.98,0.799,$18.16,0.441,$52.04,2.589,$33.56,0.524,$146.86,1.488,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,$92.56,0.64,$49.64,0.36,$26.80,0.2,$14.86,0.12,$8.44,0.07,$4.89,0.04,$2.92,0.03,$1.82,0.02,$1.17,0.01,$0.76,0.01
"$4,900",0.35%,"$2,001.84","$4,850.41",$113.19,0.083,$3.38,0.002,$167.88,1.087,$105.60,0.735,$48.35,0.48,$29.20,0.063,$0.53,0.006,$33.92,0.888,$100.06,1.629,$71.03,3.052,$73.29,0.626,$40.91,0.441,$6.97,0.063,$25.40,0.12,$0.02,0,$182.97,2.029,0.006,0,$155.09,5.776,$92.66,0.687,$16.23,0.064,$0.29,0.002,$1.57,0.024,$46.78,0.456,$10.36,0.012,$18.84,0.051,$0.12,0.002,$0.41,0.005,$4.37,0.075,$29.55,0.813,$18.46,0.446,$52.57,2.606,$34.89,0.532,$148.08,1.497,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,$93.19,0.64,$50.10,0.36,$27.12,0.2,$15.08,0.12,$8.59,0.07,$4.99,0.04,$2.99,0.03,$1.86,0.02,$1.19,0.01,$0.78,0.01
"$5,000",0.33%,"$2,024.20","$4,950.17",$115.74,0.084,$3.58,0.002,$168.74,1.092,$106.82,0.743,$49.15,0.488,$29.88,0.064,$0.56,0.007,$34.58,0.905,$101.11,1.637,$71.84,3.073,$74.08,0.631,$41.29,0.445,$7.06,0.064,$25.73,0.12,$0.02,0,$185.29,2.047,0.006,0,$156.71,5.816,$94.71,0.693,$16.55,0.065,$0.30,0.002,$1.59,0.025,$47.56,0.463,$10.66,0.013,$19.22,0.052,$0.13,0.002,$0.43,0.005,$4.48,0.076,$30.10,0.829,$18.72,0.451,$53.12,2.622,$36.03,0.54,$149.26,1.507,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,$93.87,0.64,$50.59,0.36,$27.46,0.21,$15.31,0.12,$8.74,0.07,$5.10,0.04,$3.06,0.03,$1.92,0.02,$1.23,0.01,$0.80,0.01
"$5,100",0.33%,"$2,046.24","$5,050.44",$118.20,0.085,$3.75,0.002,$169.55,1.097,$108.10,0.751,$50.01,0.495,$30.60,0.065,$0.61,0.007,$35.14,0.918,$102.02,1.645,$72.65,3.095,$74.81,0.637,$41.65,0.448,$7.12,0.065,$26.04,0.12,$0.02,0,$187.98,2.067,0.006,0,$158.46,5.855,$96.84,0.699,$16.91,0.066,$0.31,0.002,$1.63,0.025,$48.38,0.471,$11.00,0.013,$19.60,0.053,$0.16,0.002,$0.45,0.005,$4.60,0.078,$30.54,0.84,$18.99,0.456,$53.66,2.639,$37.44,0.549,$150.54,1.517,0.002,0.003,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,$94.50,0.65,$51.05,0.37,$27.78,0.21,$15.53,0.12,$8.89,0.07,$5.20,0.04,$3.14,0.03,$1.97,0.02,$1.27,0.01,$0.83,0.01
"$5,200",0.32%,"$2,067.94","$5,150.52",$120.81,0.086,$3.88,0.002,$170.37,1.103,$109.39,0.76,$50.93,0.506,$31.27,0.067,$0.64,0.007,$35.70,0.931,$103.03,1.652,$73.39,3.116,$75.69,0.642,$42.04,0.452,$7.18,0.065,$26.47,0.12,$0.02,0,$190.48,2.085,0.006,0,$160.13,5.894,$98.97,0.706,$17.18,0.066,$0.34,0.002,$1.65,0.025,$49.28,0.481,$11.37,0.013,$19.90,0.053,$0.17,0.002,$0.47,0.005,$4.71,0.08,$30.99,0.851,$19.26,0.461,$54.13,2.655,$38.78,0.558,$151.70,1.527,0.002,0.003,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,$95.17,0.65,$51.56,0.37,$28.15,0.21,$15.78,0.12,$9.07,0.07,$5.32,0.04,$3.22,0.03,$2.03,0.02,$1.31,0.01,$0.86,0.01
"$5,300",0.32%,"$2,089.33","$5,249.97",$123.31,0.087,$4.09,0.002,$171.12,1.108,$110.65,0.768,$51.76,0.513,$31.91,0.068,$0.67,0.008,$36.31,0.944,$104.21,1.66,$74.11,3.135,$76.47,0.648,$42.48,0.456,$7.23,0.066,$26.77,0.13,$0.02,0,$193.00,2.103,0.007,0,$161.68,5.929,$101.11,0.712,$17.67,0.068,$0.36,0.002,$1.68,0.025,$50.09,0.488,$11.69,0.014,$20.22,0.054,$0.17,0.002,$0.50,0.006,$4.83,0.082,$31.48,0.863,$19.52,0.465,$54.60,2.67,$40.11,0.566,$152.88,1.537,0.002,0.003,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,$95.75,0.66,$51.99,0.37,$28.44,0.21,$15.97,0.12,$9.19,0.07,$5.40,0.05,$3.27,0.03,$2.06,0.02,$1.33,0.01,$0.88,0.01
